Bug-ID,Project,Classification,Summary,Link,Enviroment,llm_pred
511801,Thunderbird,Configuration Bug Report,[Thunderbird] mozilla-central 'Linux comm-central build' do not compile after bug 511326 landing,https://bugzilla.mozilla.org/show_bug.cgi?id=511801,MOZILLA,Configuration Bug Report
927899,Thunderbird,Configuration Bug Report,OSX bustage from bug 895047,https://bugzilla.mozilla.org/show_bug.cgi?id=927899,MOZILLA,Configuration Bug Report
965255,Thunderbird,Configuration Bug Report,OSX build bustage on comm-central from bug 941409 (layout/xul/nsMenuFrame.cpp:682:64: error: no member named 'anonid' in 'nsGkAtoms'),https://bugzilla.mozilla.org/show_bug.cgi?id=965255,MOZILLA,Configuration Bug Report
1104835,Thunderbird,Configuration Bug Report,Port bug 1101170 (Move Linux desktop sandboxing code into plugin-container) to fix bustage: Missing file(s): bin/libmozsandbox.so,https://bugzilla.mozilla.org/show_bug.cgi?id=1104835,MOZILLA,Configuration Bug Report
27162,Ant,Not Configuration Bug Report,"SQL task doesn't work with Informix IDS 9,2",27162,APACHE ,Configuration Bug Report
142683,Community,Not Configuration Bug Report,Search result of Bugzilla isn't correct,https://bugs.eclipse.org/bugs/show_bug.cgi?id=142683,ECLIPSE,Configuration Bug Report
200131,Data Too,Not Configuration Bug Report,Selection section(selection radio/selection table) of ConnectionFilterPropertyPage needs to be disabled for database connection profile objects,200131,ECLIPSE,Configuration Bug Report
98215,z_Archiv,Not Configuration Bug Report,need a similar allowQuotedDML() api on database,98215,ECLIPSE,Configuration Bug Report
225063,BIRT,Not Configuration Bug Report,Failed to run the sql if the database is disconnect,225063,ECLIPSE,Configuration Bug Report
115810,z_Archiv,Not Configuration Bug Report,a '-' in de database name crashes the connection,115810,ECLIPSE,Configuration Bug Report
301849,Communit,Not Configuration Bug Report,[app.class.php] Patch to add Marketplace Database Connections,301849,ECLIPSE,Configuration Bug Report
136444,z_Archiv,Not Configuration Bug Report,An issue with Action in Symptom Database Editor,136444,ECLIPSE,Configuration Bug Report
362144,z_Archiv,Not Configuration Bug Report,EDT Supports more database vendors,362144,ECLIPSE,Configuration Bug Report
152621,z_Archiv,Not Configuration Bug Report,Encoding error while export Symptom Database that contains GB18030 chars,152621,ECLIPSE,Configuration Bug Report
381688,Scout,Not Configuration Bug Report,RT: Database Cursors are not closed when using Batch mode.,381688,ECLIPSE,Configuration Bug Report
67636,z_Archiv,Not Configuration Bug Report,Symptom Database preference page should be under Profiling and logging.,67636,ECLIPSE,Configuration Bug Report
136453,z_Archiv,Not Configuration Bug Report,An Issue with Localized Message in Symptom Database editor,136453,ECLIPSE,Configuration Bug Report
150374,Data Too,Not Configuration Bug Report,Set Profile for Editor drop down Database Name selection does not work,150374,ECLIPSE,Configuration Bug Report
173336,Data Too,Not Configuration Bug Report,Data Source Explorer view - properties on Database root has blank dialog,173336,ECLIPSE,Configuration Bug Report
358854,z_Archiv,Not Configuration Bug Report,SQL database binding resources should not let user create duplicate name,358854,ECLIPSE,Configuration Bug Report
364114,z_Archiv,Not Configuration Bug Report,Error message of create records from sql database does not clear.,364114,ECLIPSE,Configuration Bug Report
472014,EPP,Not Configuration Bug Report,Update of problems database fails,472014,ECLIPSE,Configuration Bug Report
101678,z_Archiv,Not Configuration Bug Report,Test Connection doesn't give any feedback if the wrong database type is selected,101678,ECLIPSE,Configuration Bug Report
157945,Bugzilla,Not Configuration Bug Report,review: Remembered query options need regrouping; Patch v.1,157945,MOZILLA,Configuration Bug Report
158203,Bugzilla,Not Configuration Bug Report,review: Remembered query options need regrouping; Patch v.2,158203,MOZILLA,Configuration Bug Report
158399,Bugzilla,Not Configuration Bug Report,review: Remembered query options need regrouping; Patch v.3,158399,MOZILLA,Configuration Bug Report
158601,Bugzilla,Not Configuration Bug Report,review: Move the quip list into the database; patch; atttempt 3,158601,MOZILLA,Configuration Bug Report
158681,Bugzilla,Not Configuration Bug Report,review: Remembered query options need regrouping; Patch v.3,158681,MOZILLA,Configuration Bug Report
167701,Bugzilla,Not Configuration Bug Report,review: Query - multiple-select product (and probably component) broken; Patch,167701,MOZILLA,Configuration Bug Report
177895,Bugzilla,Not Configuration Bug Report,review: Query for CC/longdesc/OR takes long time; Revised with readability improvements,177895,MOZILLA,Configuration Bug Report
261993,Bugzilla,Not Configuration Bug Report,rampant uninitialized value error in log with fix for bug 255512,https://bugzilla.mozilla.org/show_bug.cgi?id=261993,MOZILLA,Configuration Bug Report
754740,Calendar,Not Configuration Bug Report,Startup failure since Bug 589032 - Error: Error setting up timezone database: TypeError: Components.classes[mozilla.org/storage/statement-wrapper;1'] is undefined,https://bugzilla.mozilla.org/show_bug.cgi?id=754740,MOZILLA,Configuration Bug Report
12243,Core,Not Configuration Bug Report,[IME][IME-Commit][IME-HighLight]DB text input always appended regardless of cursor position,12243,MOZILLA,Configuration Bug Report
45907,Core,Not Configuration Bug Report,Is DBM needed if the DiskCache is not used?,45907,MOZILLA,Configuration Bug Report
500527,Graveyard,Not Configuration Bug Report,Run SQL from bug 495740 on support-stage for testing,https://bugzilla.mozilla.org/show_bug.cgi?id=500527,MOZILLA,Configuration Bug Report
580479,Graveyard,Not Configuration Bug Report,bugzilla searches take forever (or never complete),https://bugzilla.mozilla.org/show_bug.cgi?id=580479,MOZILLA,Configuration Bug Report
COCOON-36,Cocoon,Not Configuration Bug Report ,db-authenticator wont reuse pool connections,https://issues.apache.org/jira/browse/COCOON-36?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-153,Struts,Not Configuration Bug Report ,DatabaseServlet reads from getResourceStream and writes to getRealPath,https://issues.apache.org/jira/browse/STR-153?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-26,Struts,Not Configuration Bug Report ,Database connection stops action servlet from loading,https://issues.apache.org/jira/browse/STR-26?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22test%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
40327,Tomcat Connectors,Not Configuration Bug Report,Logging level now defaults to debug - crashed server,40327,APACHE ,Configuration Bug Report
30847,Fop - Now in Jira,Not Configuration Bug Report,[patch] Block.java loop terminator fails due to a bug,https://bz.apache.org/bugzilla/show_bug.cgi?id=30847,APACHE ,Configuration Bug Report
FOP-17,FOP,Not Configuration Bug Report,case matching failure in <?xml ... ?> tag,https://issues.apache.org/jira/browse/FOP-17?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-10,XalanC,Not Configuration Bug Report,testXSLT linked with hard coded path to xerces library,https://issues.apache.org/jira/browse/XALANC-10?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
SVN-392,Subversion,Not Configuration Bug Report,error messages don't show the error name,https://issues.apache.org/jira/browse/SVN-392?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-267,Struts ,Not Configuration Bug Report,Cannot find ActionMappings,https://issues.apache.org/jira/browse/STR-267?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESC-233,Xerces-C++,Not Configuration Bug Report,Parser do not throw exceptions,https://issues.apache.org/jira/browse/XERCESC-233?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
BATIK-163,Batik,Not Configuration Bug Report,Exception when running browser in binary distribution,https://issues.apache.org/jira/browse/BATIK-163?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-336,Struts ,Not Configuration Bug Report,MultiboxTag.doAfterBody() always aborts page rendering,https://issues.apache.org/jira/browse/STR-336?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESC-162,Xerces-C++,Not Configuration Bug Report,getLength error,https://issues.apache.org/jira/browse/XERCESC-162?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-37,XalanC,Not Configuration Bug Report,NULL sysId causes exception when using a DOM_Document as XSLTInputSource,https://issues.apache.org/jira/browse/XALANC-37?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-199,Struts,Not Configuration Bug Report,javax.servlet.jsp.JspException: Cannot find message resources under key org.apache.struts.action.MESSAGE,https://issues.apache.org/jira/browse/STR-199?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
COCOON-55,Cocoon,Not Configuration Bug Report,accessing localhost:8080/cocoon/ gives ComponentException,https://issues.apache.org/jira/browse/COCOON-55?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
AXIS-797,Axis,Not Configuration Bug Report,Calendar replacing Date is wsdl transformation,https://issues.apache.org/jira/browse/AXIS-797?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XMLBEANS-111,XMLBeans,Not Configuration Bug Report,Upper case conversion of special characters causes javac error,https://issues.apache.org/jira/browse/XMLBEANS-111?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
EMAIL-6,Commons Email,Not Configuration Bug Report,[email] Errors when sending MultiPartEmail with another email as an attachment,https://issues.apache.org/jira/browse/EMAIL-6?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
AXIS-1549,Axis,Not Configuration Bug Report,Exception:: java.lang.Exception: FIXME,https://issues.apache.org/jira/browse/AXIS-1549?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
JS2-130,Jetspeed 2,Not Configuration Bug Report,ServletContextProviderImpl.java:36: cannot resolve symbol,https://issues.apache.org/jira/browse/JS2-130?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
HTTPCLIENT-210,HttpComponents HttpClient,Not Configuration Bug Report,Exception handling in HttpClient requires redesign,https://issues.apache.org/jira/browse/HTTPCLIENT-210?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-19,XalanC,Not Configuration Bug Report,Xalan C crashes with this style sheet,https://issues.apache.org/jira/browse/XALANC-19?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
1027,Fop - Now in Jira,Not Configuration Bug Report,Bugs in TTFReader,https://bz.apache.org/bugzilla/show_bug.cgi?id=1027,APACHE ,Configuration Bug Report
42476,Fop - Now in Jira,Not Configuration Bug Report,[PATCH] Bugfix for XMLReader: Support for other ImageReaders,https://bz.apache.org/bugzilla/show_bug.cgi?id=42476,APACHE ,Configuration Bug Report
12132,Apache httpd-2,Not Configuration Bug Report,mod_rewrite Set-Cookie bug,https://bz.apache.org/bugzilla/show_bug.cgi?id=12132,APACHE ,Configuration Bug Report
XERCESC-4,Xerces-C++,Not Configuration Bug Report,Unable to create document on repeating basis,https://issues.apache.org/jira/browse/XERCESC-4?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
FOP-42,FOP,Not Configuration Bug Report,org.apache.fop.apps.CommandLineOptions#checkSettings() (0.18.1-DEV) throws NullPointerException,https://issues.apache.org/jira/browse/FOP-42?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-109,Struts,Not Configuration Bug Report,ImageTag bug in altKey attribute,https://issues.apache.org/jira/browse/STR-109?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
COCOON-41,Cocoon,Not Configuration Bug Report,org.apache.cocoon.ProcessingException: Exception in Handler:java.util.NoSuchElementException when starting Cocoon,https://issues.apache.org/jira/browse/COCOON-41?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESJ-42,Xerces2-J,Not Configuration Bug Report,"Error: DTD file not found if XML file name contains character such as ""%""",https://issues.apache.org/jira/browse/XERCESJ-42?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
SVN-471,Subversion,Not Configuration Bug Report,"checking out a url ending in slash (""/"") makes lossy wc",https://issues.apache.org/jira/browse/SVN-471?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
DIGESTER-54,Common Digester,Not Configuration Bug Report,no match with simple xml file,https://issues.apache.org/jira/browse/DIGESTER-54?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
SOAP-12,SOAP,Not Configuration Bug Report,null pointer exception in TransportMessage.read(),https://issues.apache.org/jira/browse/SOAP-12?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-132,Struts,Not Configuration Bug Report,Error masked by nested try-catch blocks,https://issues.apache.org/jira/browse/STR-132?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-178,Struts,Not Configuration Bug Report,LinkTag/RequestUtils.computeParameters - no longer supports non-String bean properties as parameters,https://issues.apache.org/jira/browse/STR-178?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
VELOCITY-18,Velocity,Not Configuration Bug Report,Assigning null value to variable appears to be a no-op,https://issues.apache.org/jira/browse/VELOCITY-18?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22TESTING%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
AXIS-1403,Axis,Not Configuration Bug Report,calling MessageElement#getChildren with a Text-Only content returns an empty list,https://issues.apache.org/jira/browse/AXIS-1403?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESJ-1100,Xerces2-J,Not Configuration Bug Report,Error when <import> refers to a schema inlined in another XML document,https://issues.apache.org/jira/browse/XERCESJ-1100?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
CONTINUUM-368,Continuum,Not Configuration Bug Report,"Exception is thrown when building a project that uses ""extend"" in project.xml",https://issues.apache.org/jira/browse/CONTINUUM-368?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
HARMONY-56,Harmony,Not Configuration Bug Report,java.net.InetAddress.getAllByName(null) throws UnknownHostException instead of valid InetAddress,https://issues.apache.org/jira/browse/HARMONY-56?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
FILEUPLOAD-65,Commons FileUpload,Not Configuration Bug Report,Problems uploading image file using multipart form request,https://issues.apache.org/jira/browse/FILEUPLOAD-65?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-145,Struts,Not Configuration Bug Report,unintuitive NullPointerException for wrong configuration entry,https://issues.apache.org/jira/browse/STR-145?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22error%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
41031,Tomcat Connectors,Not Configuration Bug Report,ISAPI redirector crashes IIS with access violation,41031,APACHE ,Configuration Bug Report
19217,Fop - Now in Jira,Not Configuration Bug Report,NullPointerException - Parsing document,19217,APACHE ,Configuration Bug Report
42959,Tomcat Connectors,Not Configuration Bug Report,"tomcat-connectors-1,2,23-src: source code fails to compile",42959,APACHE ,Configuration Bug Report
13025,Apache httpd-2,Not Configuration Bug Report,CGI and POST-requests broken when DAV enabled,13025,APACHE ,Configuration Bug Report
15840,Taglibs,Not Configuration Bug Report,MessageTag causes NullPointer Exception,15840,APACHE ,Configuration Bug Report
16288,Apache httpd-2,Not Configuration Bug Report,Crash on console startup in ap_recent_ctime,16288,APACHE ,Configuration Bug Report
52402,Apache httpd-2,Not Configuration Bug Report,balancer setup crashes apache during start,52402,APACHE ,Configuration Bug Report
36297,Lenya,Not Configuration Bug Report,Delete Language Version does not work,36297,APACHE ,Configuration Bug Report
1264,JMeter,Not Configuration Bug Report,timers control doesnt match with results,1264,APACHE ,Configuration Bug Report
36171,Ant,Not Configuration Bug Report,#¿NOMBRE?,36171,APACHE ,Configuration Bug Report
971,Fop - Now in Jira,Not Configuration Bug Report,FATAL ERROR: no transformer class found,971,APACHE ,Configuration Bug Report
37708,Security - Now in JIRA,Not Configuration Bug Report,Different behaviour with NodeSet and RootNode with InclusiveNamespaces,37708,APACHE ,Configuration Bug Report
39712,Fop - Now in Jira,Not Configuration Bug Report,"NullPointerExeption on table with border-separation=""[value]""",39712,APACHE ,Configuration Bug Report
37456,Security - Now in JIRA,Not Configuration Bug Report,Signing throws an exception if custom resource resolver is registered,37456,APACHE ,Configuration Bug Report
24329,Apache httpd-2,Not Configuration Bug Report,"win32 Apache 2,0,48 build broken!!! missing ssl-std,conf",24329,APACHE ,Configuration Bug Report
1782,Xerces-J,Not Configuration Bug Report,< and > are not quoted properly in HTML and XHTML output,1782,APACHE ,Configuration Bug Report
41448,Fop - Now in Jira,Not Configuration Bug Report,"java,lang,ClassCastException: org,apache,fop,layoutmgr,inline,WrapperLayoutManager",41448,APACHE ,Configuration Bug Report
29323,Lenya,Not Configuration Bug Report,"Build fails due to publication-tests,xml build target",29323,APACHE ,Configuration Bug Report
1292,JMeter,Not Configuration Bug Report,"version 1,6 JMeterThread calls getSampler with entry == null",1292,APACHE ,Configuration Bug Report
625,Ant,Not Configuration Bug Report,"Fail to handle the external entity,,,",625,APACHE ,Configuration Bug Report
15549,JMeter,Not Configuration Bug Report,Fixes to ResponseAssertion to make it thread safe,15549,APACHE ,Configuration Bug Report
10107,Apache httpd-2,Not Configuration Bug Report,"Random (frequent) error - pages not loading in Netscape 4,x",10107,APACHE ,Configuration Bug Report
1759,Fop - Now in Jira,Not Configuration Bug Report,table-omit-footer-at-break sometimes cause crash,1759,APACHE ,Configuration Bug Report
48272,Apache httpd-2,Not Configuration Bug Report,mod_proxy_fcgi crashes Apache on invalid headers,48272,APACHE ,Configuration Bug Report
50309,Apache httpd-2,Not Configuration Bug Report,Apache is crashing during graceful restart,50309,APACHE ,Configuration Bug Report
49155,APR,Not Configuration Bug Report,mod_rewrite logging crashes apache 64 bit builds on windows,49155,APACHE ,Configuration Bug Report
33010,Apache httpd-2,Not Configuration Bug Report,"loading mod_logio,so on win2k resulting apache crash",33010,APACHE ,Configuration Bug Report
38053,Fop - Now in Jira,Not Configuration Bug Report,"FOP SVN TRUNK crashes at inline page manager and Knuth inline box,",38053,APACHE ,Configuration Bug Report
41965,Fop - Now in Jira,Not Configuration Bug Report,fop crashes on break-after,41965,APACHE ,Configuration Bug Report
40387,Fop - Now in Jira,Not Configuration Bug Report,"PFMFile,load() crashes if a font has a name longer than 16 characters and also if parsing pfm files larger than 2048 bytes",40387,APACHE ,Configuration Bug Report
816,Xerces-J,Not Configuration Bug Report,"The parser does not raise an error when the facet ""minLength"" for the datatype ""language"" has a value other than nonNegativeInteger,",816,APACHE ,Configuration Bug Report
1243,Fop - Now in Jira,Not Configuration Bug Report,"Error in org\apache\fop\apps\Options,java",1243,APACHE ,Configuration Bug Report
58,Batik - Now in Jira,Not Configuration Bug Report,Gradient stops error handling,58,APACHE ,Configuration Bug Report
34485,APR,Not Configuration Bug Report,i am getting Error preallocating sequence numbers while inserting row into oracle tablre using toplink,34485,APACHE ,Configuration Bug Report
35237,Batik - Now in Jira,Not Configuration Bug Report,"1,6 introduced errors with SVG saving",35237,APACHE ,Configuration Bug Report
55558,Apache httpd-2,Not Configuration Bug Report,mod_proxy_fcgi+mod_deflate error with header-only output stream record,55558,APACHE ,Configuration Bug Report
47508,Fop - Now in Jira,Not Configuration Bug Report,"There is an error while writing the TLE's while writing the attribute qualifier in the afp output,",47508,APACHE ,Configuration Bug Report
36729,Fop - Now in Jira,Not Configuration Bug Report,Font metrics-url and embed-url are aways absolute; fails without good error message,36729,APACHE ,Configuration Bug Report
42147,Tomcat Connectors,Not Configuration Bug Report,mod_jk: JkLogLevel set to error; however apparently logging at info,42147,APACHE ,Configuration Bug Report
40188,Lenya,Not Configuration Bug Report,compilation error; missing axis jar on classpath,40188,APACHE ,Configuration Bug Report
33801,Fop - Now in Jira,Not Configuration Bug Report,"FOP 0,20,5 AWTRenderer: Sometimes rendering fails in the middle of a table with no error message",33801,APACHE ,Configuration Bug Report
44210,Lenya,Not Configuration Bug Report,Error parsing parameters: mandatory parameter 'document-language' not found [docu:live:::expires],44210,APACHE ,Configuration Bug Report
42608,Tomcat 5,Not Configuration Bug Report,"Invalid Content-Length error for the binary file size greater than 2,1GB",42608,APACHE ,Configuration Bug Report
42931,Lenya,Not Configuration Bug Report,"Error message ""document checked out"" not i18n-ized",42931,APACHE ,Configuration Bug Report
34521,Lenya,Not Configuration Bug Report,error notification for wrong characters in uploaded filename and define space as wrong character,34521,APACHE ,Configuration Bug Report
45971,Fop - Now in Jira,Not Configuration Bug Report,[PATCH] Fop CLI Errors,45971,APACHE ,Configuration Bug Report
41500,Fop - Now in Jira,Not Configuration Bug Report,ClassCastException when fo:wrapper is used as a child of fo:block-container,41500,APACHE ,Configuration Bug Report
13567,Xindice,Not Configuration Bug Report,"Running xindice,war in Tomcat - error java,lang,NullPointerException",13567,APACHE ,Configuration Bug Report
36334,Lenya,Not Configuration Bug Report,"[PATCH] JCR ConfigurationException on start-up,",36334,APACHE ,Configuration Bug Report
964,Fop - Now in Jira,Not Configuration Bug Report,"FOP 0,17 throws exception with basic-link in xsl-region-before/after",964,APACHE ,Configuration Bug Report
1339,ORO,Not Configuration Bug Report,"StringIndexOutOfBoundsException During Simple Perl5Util,split",1339,APACHE ,Configuration Bug Report
47953,Fop - Now in Jira,Not Configuration Bug Report,NullPointerException in AFPRendererConfigurator,47953,APACHE ,Configuration Bug Report
47781,Fop - Now in Jira,Not Configuration Bug Report,"GRAVE: Exception: java,lang,NullPointerException when unsing fop",47781,APACHE ,Configuration Bug Report
39553,Fop - Now in Jira,Not Configuration Bug Report,NullpointerException in RTFHandler,39553,APACHE ,Configuration Bug Report
39607,Fop - Now in Jira,Not Configuration Bug Report,[PATCH] NullPointerException in RtfTableRow : tableBorderAttributes,39607,APACHE ,Configuration Bug Report
55345,Tomcat 8,Not Configuration Bug Report,"Webresources class AbstractResourceSet throws exception upon callong ServletContext,getRealPath("""")",55345,APACHE ,Configuration Bug Report
53468,Fop - Now in Jira,Not Configuration Bug Report,[PATCH] FOP with fop-pdf-images throws ImageException,53468,APACHE ,Configuration Bug Report
43591,Fop - Now in Jira,Not Configuration Bug Report,NullPointerException when min-height is specified for table-row,43591,APACHE ,Configuration Bug Report
