Bug-ID,Project,Classification,Summary,Link,Enviroment,llm_pred
102947,WTP Java EE Tools,Configuration Bug Report,EAR import does not place classes in correct location,102947,ECLIPSE,Configuration Bug Report
159026,WTP Java EE Tools,Configuration Bug Report,[j2ee] 'EAR Libraries' does not include JAR files in directories,https://bugs.eclipse.org/bugs/show_bug.cgi?id=159026,ECLIPSE,Configuration Bug Report
190198,WTP Java EE Tools,Configuration Bug Report,[hotbug] JEE5 Web model does not update on changes in web.xml,https://bugs.eclipse.org/bugs/show_bug.cgi?id=190198,ECLIPSE,Configuration Bug Report
195431,WTP Java EE Tools,Configuration Bug Report,J2EEModuleVirtualComponent.getManifestReferences() performance,https://bugs.eclipse.org/bugs/show_bug.cgi?id=195431,ECLIPSE,Other
80594,WTP Releng,Configuration Bug Report,SDK doesn't include other source files,80594,ECLIPSE,Configuration Bug Report
"115959,WTP Releng,Configuration Bug Report,""Two SDK """"source plugins"""" mistakenly jarred"",115959,ECLIPSE,Configuration Bug Report"
99849,WTP Webservices,Configuration Bug Report,[arch] org.eclipse.wst.wsi mixes model and UI code,99849,ECLIPSE,Configuration Bug Report
146727,z_Archived,Configuration Bug Report,Turn off the Execution framework debug,https://bugs.eclipse.org/bugs/show_bug.cgi?id=146727,ECLIPSE,Configuration Bug Report
177026,z_Archived,Configuration Bug Report,NLS33:plugins referenced by org.eclipse.wst.rdb_userdoc.feature is missing,https://bugs.eclipse.org/bugs/show_bug.cgi?id=177026,ECLIPSE,Configuration Bug Report
183282,z_Archived,Configuration Bug Report,bugs in tptp_decodeBase64(),https://bugs.eclipse.org/bugs/show_bug.cgi?id=183282,ECLIPSE,Other
52505,z_Archived,Configuration Bug Report,org.eclipse.hyades.test.* plugins missing in WSWB 3.0,52505,ECLIPSE,Configuration Bug Report
71473,z_Archived,Configuration Bug Report,EMF Java Example installed causes problem,71473,ECLIPSE,Configuration Bug Report
78980,z_Archived,Configuration Bug Report,coredump while parsing optHeap on ThreeTierQueues applet,78980,ECLIPSE,Configuration Bug Report
78981,z_Archived,Configuration Bug Report,coredump while parsing optHeap on ThreeTierQueues applet,78981,ECLIPSE,Configuration Bug Report
83579,z_Archived,Configuration Bug Report,Version mismatch in org.eclipse.hyades.models.hierarchy feature and plugin,83579,ECLIPSE,Configuration Bug Report
85042,z_Archived,Configuration Bug Report,Trace loaders don't work in the 4.0 environment,85042,ECLIPSE,Configuration Bug Report
109800,z_Archived,Configuration Bug Report,[Platform Specific] The automation framework has issues on non-Windows platforms,109800,ECLIPSE,Configuration Bug Report
110369,z_Archived,Configuration Bug Report,libpiAgent.so missing from z/OS Agent Controller zip due to build error,110369,ECLIPSE,Configuration Bug Report
110882,z_Archived,Configuration Bug Report,zOS: manual build of the piAgent/RAC fails - initial c89 compile exits with code 137,110882,ECLIPSE,Configuration Bug Report
111230,z_Archived,Configuration Bug Report,Agent Controller in 4.0.1 configuration incorrect due to plugin jar name change,111230,ECLIPSE,Configuration Bug Report
112221,z_Archived,Configuration Bug Report,Broken link in on-line navigation tree,112221,ECLIPSE,Other
113234,z_Archived,Configuration Bug Report,Statistical Agents do not work through the IAC,113234,ECLIPSE,Other
113601,z_Archived,Configuration Bug Report,Attachment viewing in Test Log Viewer doesn't work for .JPG files,113601,ECLIPSE,Other
113964,z_Archived,Configuration Bug Report,Update legal doc for log4J,113964,ECLIPSE,Other
114263,z_Archived,Configuration Bug Report,(New AC) Default setting for TPTP_AC_HOME in serviceconfg.xml is bad,114263,ECLIPSE,Configuration Bug Report
114549,z_Archived,Configuration Bug Report,[Webdoc] (README) Cannot use IAC in multiple instances of the Eclipse workbench,114549,ECLIPSE,Configuration Bug Report
114673,z_Archived,Configuration Bug Report,Remote Log Import with Filter does not work due to change in File Transfer behaviour,114673,ECLIPSE,Configuration Bug Report
56388,z_Archived,Configuration Bug Report,Restore the UML2SD log interactions view as in AC1.2,56388,ECLIPSE,Configuration Bug Report
57051,z_Archived,Configuration Bug Report,placeholder for the UML2SD view,57051,ECLIPSE,Other
58288,z_Archived,Configuration Bug Report,VE hangs
"95241,z_Archived,Configuration Bug Report,""(Plat) RAC plugin system has version number dependency in """"requires"""""",95241,ECLIPSE,Configuration Bug Report"
104003,z_Archived,Configuration Bug Report,Should remove some plugin dependencies from plugin.xml,104003,ECLIPSE,Configuration Bug Report
103244,z_Archived,Configuration Bug Report,(Provisional) Remote console feature not working if target OS is Linux.,103244,ECLIPSE,Other
88823,z_Archived,Configuration Bug Report,Cannot add JFace support to project - NPE,88823,ECLIPSE,Configuration Bug Report
90544,z_Archived,Configuration Bug Report,VE errors on M6,90544,ECLIPSE,Configuration Bug Report
97582,Bugzilla,Configuration Bug Report,Broken link to download Chart::Base module,97582,MOZILLA,Configuration Bug Report
159681,Bugzilla,Configuration Bug Report,review: usedependencies must die
161624,Bugzilla,Configuration Bug Report,review: Problem with the regex in checksetup.pl to find dependancies.
164502,Bugzilla,Configuration Bug Report,review: Importxml will fail if versioncache needs update
164505,Bugzilla,Configuration Bug Report,review: Importxml will fail if versioncache needs update
164551,Bugzilla,Configuration Bug Report,review: run checksetup.pl non-interactively (for use with cron jobs on test installs)
165730,Bugzilla,Configuration Bug Report,review: If multiple cookies exist
165928,Bugzilla,Configuration Bug Report,review: run checksetup.pl non-interactively (for use with cron jobs on test installs)
169533,Bugzilla,Configuration Bug Report,review: Linkify script to use GetBugLink on texts provided by user
169853,Bugzilla,Configuration Bug Report,review: Templatise all calls to DisplayError
173945,Bugzilla,Configuration Bug Report,review: Start using CGI.pm
175125,Bugzilla,Configuration Bug Report,review: Fix site-navigation.html.tmpl to link to flags CGI and not attachments one
175431,Bugzilla,Configuration Bug Report,review: Start using CGI.pm
282505,Bugzilla,Configuration Bug Report,perl 5.6: config.cgi dies when it tries to use Bugzilla::DB,https://bugzilla.mozilla.org/show_bug.cgi?id=282505,MOZILLA,Configuration Bug Report
3413,Core,Configuration Bug Report,Trailing slash,3413,MOZILLA,Configuration Bug Report
14928,Core,Configuration Bug Report,[DOGFOOD] [PORKJOCKEY]URL Dispatching Part II,14928,MOZILLA,Other
15242,Core,Configuration Bug Report,Remove #ifndef NECKO from tree,15242,MOZILLA,Configuration Bug Report
15294,Core,Configuration Bug Report,replace nsIIOService constructors with CreateInstance,15294,MOZILLA,Configuration Bug Report
16276,Core,Configuration Bug Report,url bar does not update,16276,MOZILLA,Other
16279,Core,Configuration Bug Report,Initial installation of M10 on OpenVMS fails in LIBGTK,16279,MOZILLA,Configuration Bug Report
17707,Core,Configuration Bug Report,[DOGFOOD][IME] CJK input disabled in location field,17707,MOZILLA,Other
18432,Core,Configuration Bug Report,figure out what resource: URLs should really be,18432,MOZILLA,Configuration Bug Report
19306,Core,Configuration Bug Report,[Outdated plug-in] Sherlock plug-in for Google is outdated,19306,MOZILLA,Configuration Bug Report
37778,Core,Configuration Bug Report,browser doesn't handle simple response of HTTP protocol,37778,MOZILLA,Other
106586,Core,Configuration Bug Report,Inappropriate source into the plaintext copy.,106586,MOZILLA,Other
118008,Core,Configuration Bug Report,Multi-paragraph blockquotes do not render correctly,118008,MOZILLA,Other
183289,Core,Configuration Bug Report,[Plug-in for ActiveX] Switched parameter in XPconnect.cpp / xpc_GetCLSIDForType / keyMimeType.QueryValue,183289,MOZILLA,Configuration Bug Report
19321,Core,Configuration Bug Report,implement RDF resource pseudo-aggregation,19321,MOZILLA,Other
19432,Core,Configuration Bug Report,remove STREAM_CONVERTER_HACK from file channel,19432,MOZILLA,Configuration Bug Report
39405,Core,Configuration Bug Report,use of #ifndef XP_MAC is not needed in wallet.cpp,39405,MOZILLA,Configuration Bug Report
47881,Core,Configuration Bug Report,triple static link of dbm code.,47881,MOZILLA,Other
415426,Core ,Configuration Bug Report,trace-malloc broken on fxdbug-win32-tbox (due to Vista SDK?),https://bugzilla.mozilla.org/show_bug.cgi?id=415426,MOZILLA,Configuration Bug Report
"557060,Core ,Configuration Bug Report,""[Windows] After bug 551254, Firefox/SeaMonkey fails to build or run with error like """"?"",https://bugzilla.mozilla.org/show_bug.cgi?id=557060,MOZILLA,Configuration Bug Report"
869868,Core ,Configuration Bug Report,Cannot build old Windows SDKs since Bug 830347,https://bugzilla.mozilla.org/show_bug.cgi?id=869868,MOZILLA,Configuration Bug Report
932168,Core ,Configuration Bug Report,Bug 906072 completely broke IME context management when password field gets focus,https://bugzilla.mozilla.org/show_bug.cgi?id=932168,MOZILLA,Other
933680,Core ,Configuration Bug Report,browser_pluginCrashCommentAndURL.js hangs ubuntu ec2 slaves in conjunction with browser_bug410900.js,https://bugzilla.mozilla.org/show_bug.cgi?id=933680,MOZILLA,Configuration Bug Report
614228,Core ,Configuration Bug Report,[SeaMonkey] Windows bustage in nsUrlWidget after bug 581596 landing,https://bugzilla.mozilla.org/show_bug.cgi?id=614228,MOZILLA,Configuration Bug Report
7788,Core Graveyard,Configuration Bug Report,Core dump on http://www.vecernji-list.hr/ page load,7788,MOZILLA,Other
72707,Core Graveyard,Configuration Bug Report,alfred chrome out of date--won't run on moz0.8.1,72707,MOZILLA,Configuration Bug Report
702707,Firefox,Configuration Bug Report,Web console is buggy in window mode,https://bugzilla.mozilla.org/show_bug.cgi?id=702707,MOZILLA,Other
787564,Firefox,Configuration Bug Report,Today repository cause a black display on SGS2/Otoro due to regression from bug 778079,https://bugzilla.mozilla.org/show_bug.cgi?id=787564,MOZILLA,Other
445490,Graveyard,Configuration Bug Report,bugzilla searches timing out (loading bugs directly works fine),https://bugzilla.mozilla.org/show_bug.cgi?id=445490,MOZILLA,Other
626310,MailNews Core,Configuration Bug Report,Port |Bug 600435 - XULRunner universal for i386/x64_64 fails to unify nspr-config| to comm-central,https://bugzilla.mozilla.org/show_bug.cgi?id=626310,MOZILLA,Configuration Bug Report
653865,MailNews Core,Configuration Bug Report,Trunk builds broken by bug 556214: undeclared 'MonitorAutoEnter',https://bugzilla.mozilla.org/show_bug.cgi?id=653865,MOZILLA,Configuration Bug Report
926043,MailNews Core,Configuration Bug Report,Port build system changes from Bug 585016 and Bug 924615 to comm-central,https://bugzilla.mozilla.org/show_bug.cgi?id=926043,MOZILLA,Configuration Bug Report
"1046638,MailNews Core,Configuration Bug Report,""Port |Bug 1044162 - make install locations for EXTRA_{PP_,}JS_MODULES better| to comm-central"",https://bugzilla.mozilla.org/show_bug.cgi?id=1046638,MOZILLA,Configuration Bug Report"
849612,MailNews Core,Configuration Bug Report,Fix build problems caused by Bug 847195 [error: nsIDOMNamedNodeMap.h: No such file or directory],https://bugzilla.mozilla.org/show_bug.cgi?id=849612,MOZILLA,Configuration Bug Report
150670,Mozilla,Configuration Bug Report,no response from email to ftp-stage@mozilla.org for releases,150670,MOZILLA,Other
167090,Mozilla,Configuration Bug Report,Old link to Bugzilla Helper,167090,MOZILLA,Other
131716,Mozilla Localizations,Configuration Bug Report,Alt-Start => Alt-Home (in Ga naar),131716,MOZILLA,Other
115,NSPR,Configuration Bug Report,Navigator doesn't build,115,MOZILLA,Configuration Bug Report
263,NSPR,Configuration Bug Report,Mozilla does not compile on NetBSD/arm32,263,MOZILLA,Configuration Bug Report
382,NSPR,Configuration Bug Report,No not shared library support in Makefiles,382,MOZILLA,Configuration Bug Report
840,NSPR,Configuration Bug Report,libplds21.so: can't open file: errno=2,840,MOZILLA,Configuration Bug Report
884,NSPR,Configuration Bug Report,BUILD: messages about OSF in Linux build,884,MOZILLA,Configuration Bug Report
2190,NSPR,Configuration Bug Report,[PP] NSPR building incorrectly on FreeBSD 3.0,2190,MOZILLA,Configuration Bug Report
2248,NSPR,Configuration Bug Report,PR_ImportFile
2042,SeaMonkey,Configuration Bug Report,Shared library suffix incorrectly assumed to be .so in several places,2042,MOZILLA,Configuration Bug Report
14562,SeaMonkey,Configuration Bug Report,minor tweak to Makefile.in for editor/txmgr/src and editor/txtsvc/src,14562,MOZILLA,Configuration Bug Report
33934,SeaMonkey,Configuration Bug Report,JA:PR2 Bargain America link incorrect in sidebar,33934,MOZILLA,Other
35596,SeaMonkey,Configuration Bug Report,DE:PR1 investorworld link not working,35596,MOZILLA,Other
37953,SeaMonkey,Configuration Bug Report,DE:Customize link for InvestorWorld should be disabled,37953,MOZILLA,Other
123580,SeaMonkey,Configuration Bug Report,[FIX]about: protocol directory needs clean up,123580,MOZILLA,Configuration Bug Report
195060,SeaMonkey,Configuration Bug Report,Nightly 1.3 are debug builds (file size ~ 40MB) (missing MSVCRTD.DLL),https://Bugzilla.mozilla.org/show_bug.cgi?id=195060,MOZILLA,Configuration Bug Report
212746,SeaMonkey,Configuration Bug Report,1.4 won't launch,212746,MOZILLA,Configuration Bug Report
245826,SeaMonkey,Configuration Bug Report,Checkin for Bug 240552 broke clobber builds and builds w/ disable-cookie,https://Bugzilla.mozilla.org/show_bug.cgi?id=245826,MOZILLA,Configuration Bug Report
338880,SeaMonkey,Configuration Bug Report,SuiteRunner doesn't compile with --enable-debug,https://bugzilla.mozilla.org/show_bug.cgi?id=338880,MOZILLA,Configuration Bug Report
589135,SeaMonkey,Configuration Bug Report,Recover from bug 552703 test outage after upgrading buildbotcustom,https://bugzilla.mozilla.org/show_bug.cgi?id=589135,MOZILLA,Configuration Bug Report
830413,SeaMonkey,Configuration Bug Report,Port |Bug 827303 - Firefox core and crypto services components assume services/sync is built|,https://bugzilla.mozilla.org/show_bug.cgi?id=830413,MOZILLA,Configuration Bug Report
837570,SeaMonkey,Configuration Bug Report,Fix OSX64 buildage from |Bug 780561 - (new-packager) Overhaul the packager|,https://bugzilla.mozilla.org/show_bug.cgi?id=837570,MOZILLA,Configuration Bug Report
42384,SeaMonkey,Configuration Bug Report,nsFilePicker.cpp deallocates buffer incorrectly,42384,MOZILLA,Configuration Bug Report
49318,SeaMonkey,Configuration Bug Report,DE:PR2 Location Search w/o Search entry,49318,MOZILLA,Other
72888,SeaMonkey,Configuration Bug Report,567920 byte leak on Linux,72888,MOZILLA,Other
126157,Tech Evangelism Graveyard,Configuration Bug Report,icomputer.be - has some text truncated,126157,MOZILLA,Other
923865,Testopia,Configuration Bug Report,Testopia is not compatible with Bugzilla 4.5 due to a DB schema change,https://bugzilla.mozilla.org/show_bug.cgi?id=923865,MOZILLA,Other
511801,Thunderbird,Configuration Bug Report,[Thunderbird] mozilla-central 'Linux comm-central build' do not compile after bug 511326 landing,https://bugzilla.mozilla.org/show_bug.cgi?id=511801,MOZILLA,Configuration Bug Report
927899,Thunderbird,Configuration Bug Report,OSX bustage from bug 895047,https://bugzilla.mozilla.org/show_bug.cgi?id=927899,MOZILLA,Configuration Bug Report
965255,Thunderbird,Configuration Bug Report,OSX build bustage on comm-central from bug 941409 (layout/xul/nsMenuFrame.cpp:682:64: error: no member named 'anonid' in 'nsGkAtoms'),https://bugzilla.mozilla.org/show_bug.cgi?id=965255,MOZILLA,Configuration Bug Report
1104835,Thunderbird,Configuration Bug Report,Port bug 1101170 (Move Linux desktop sandboxing code into plugin-container) to fix bustage: Missing file(s): bin/libmozsandbox.so,https://bugzilla.mozilla.org/show_bug.cgi?id=1104835,MOZILLA,Configuration Bug Report
"27162,Ant,Other,""SQL task doesn't work with Informix IDS 9,2"",27162,APACHE ,Other"
142683,Community,Other,Search result of Bugzilla isn't correct,https://bugs.eclipse.org/bugs/show_bug.cgi?id=142683,ECLIPSE,Other
200131,Data Too,Other,Selection section(selection radio/selection table) of ConnectionFilterPropertyPage needs to be disabled for database connection profile objects,200131,ECLIPSE,Configuration Bug Report
98215,z_Archiv,Other,need a similar allowQuotedDML() api on database,98215,ECLIPSE,Other
225063,BIRT,Other,Failed to run the sql if the database is disconnect,225063,ECLIPSE,Other
115810,z_Archiv,Other,a '-' in de database name crashes the connection,115810,ECLIPSE,Configuration Bug Report
301849,Communit,Other,[app.class.php] Patch to add Marketplace Database Connections,301849,ECLIPSE,Configuration Bug Report
136444,z_Archiv,Other,An issue with Action in Symptom Database Editor,136444,ECLIPSE,Configuration Bug Report
362144,z_Archiv,Other,EDT Supports more database vendors,362144,ECLIPSE,Other
152621,z_Archiv,Other,Encoding error while export Symptom Database that contains GB18030 chars,152621,ECLIPSE,Other
381688,Scout,Other,RT: Database Cursors are not closed when using Batch mode.,381688,ECLIPSE,Other
67636,z_Archiv,Other,Symptom Database preference page should be under Profiling and logging.,67636,ECLIPSE,Other
136453,z_Archiv,Other,An Issue with Localized Message in Symptom Database editor,136453,ECLIPSE,Other
150374,Data Too,Other,Set Profile for Editor drop down Database Name selection does not work,150374,ECLIPSE,Other
173336,Data Too,Other,Data Source Explorer view - properties on Database root has blank dialog,173336,ECLIPSE,Configuration Bug Report
358854,z_Archiv,Other,SQL database binding resources should not let user create duplicate name,358854,ECLIPSE,Other
364114,z_Archiv,Other,Error message of create records from sql database does not clear.,364114,ECLIPSE,Other
472014,EPP,Other,Update of problems database fails,472014,ECLIPSE,Configuration Bug Report
101678,z_Archiv,Other,Test Connection doesn't give any feedback if the wrong database type is selected,101678,ECLIPSE,Other
157945,Bugzilla,Other,review: Remembered query options need regrouping
158203,Bugzilla,Other,review: Remembered query options need regrouping
158399,Bugzilla,Other,review: Remembered query options need regrouping
158601,Bugzilla,Other,review: Move the quip list into the database
158681,Bugzilla,Other,review: Remembered query options need regrouping
167701,Bugzilla,Other,review: Query - multiple-select product (and probably component) broken
177895,Bugzilla,Other,review: Query for CC/longdesc/OR takes long time
261993,Bugzilla,Other,rampant uninitialized value error in log with fix for bug 255512,https://bugzilla.mozilla.org/show_bug.cgi?id=261993,MOZILLA,Other
754740,Calendar,Other,Startup failure since Bug 589032 - Error: Error setting up timezone database: TypeError: Components.classes[mozilla.org/storage/statement-wrapper
12243,Core,Other,[IME][IME-Commit][IME-HighLight]DB text input always appended regardless of cursor position,12243,MOZILLA,Other
45907,Core,Other,Is DBM needed if the DiskCache is not used?,45907,MOZILLA,Other
500527,Graveyard,Other,Run SQL from bug 495740 on support-stage for testing,https://bugzilla.mozilla.org/show_bug.cgi?id=500527,MOZILLA,Other
580479,Graveyard,Other,bugzilla searches take forever (or never complete),https://bugzilla.mozilla.org/show_bug.cgi?id=580479,MOZILLA,Other
COCOON-36,Cocoon,Other ,db-authenticator wont reuse pool connections,https://issues.apache.org/jira/browse/COCOON-36?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Other
STR-153,Struts,Other ,DatabaseServlet reads from getResourceStream and writes to getRealPath,https://issues.apache.org/jira/browse/STR-153?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-26,Struts,Other ,Database connection stops action servlet from loading,https://issues.apache.org/jira/browse/STR-26?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22test%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Other
40327,Tomcat Connectors,Other,Logging level now defaults to debug - crashed server,40327,APACHE ,Configuration Bug Report
30847,Fop - Now in Jira,Other,[patch] Block.java loop terminator fails due to a bug,https://bz.apache.org/bugzilla/show_bug.cgi?id=30847,APACHE ,Configuration Bug Report
FOP-17,FOP,Other,case matching failure in <?xml ... ?> tag,https://issues.apache.org/jira/browse/FOP-17?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-10,XalanC,Other,testXSLT linked with hard coded path to xerces library,https://issues.apache.org/jira/browse/XALANC-10?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
SVN-392,Subversion,Other,error messages don't show the error name,https://issues.apache.org/jira/browse/SVN-392?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-267,Struts ,Other,Cannot find ActionMappings,https://issues.apache.org/jira/browse/STR-267?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESC-233,Xerces-C++,Other,Parser do not throw exceptions,https://issues.apache.org/jira/browse/XERCESC-233?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
BATIK-163,Batik,Other,Exception when running browser in binary distribution,https://issues.apache.org/jira/browse/BATIK-163?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-336,Struts ,Other,MultiboxTag.doAfterBody() always aborts page rendering,https://issues.apache.org/jira/browse/STR-336?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XERCESC-162,Xerces-C++,Other,getLength error,https://issues.apache.org/jira/browse/XERCESC-162?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-37,XalanC,Other,NULL sysId causes exception when using a DOM_Document as XSLTInputSource,https://issues.apache.org/jira/browse/XALANC-37?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-199,Struts,Other,javax.servlet.jsp.JspException: Cannot find message resources under key org.apache.struts.action.MESSAGE,https://issues.apache.org/jira/browse/STR-199?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
COCOON-55,Cocoon,Other,accessing localhost:8080/cocoon/ gives ComponentException,https://issues.apache.org/jira/browse/COCOON-55?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
AXIS-797,Axis,Other,Calendar replacing Date is wsdl transformation,https://issues.apache.org/jira/browse/AXIS-797?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XMLBEANS-111,XMLBeans,Other,Upper case conversion of special characters causes javac error,https://issues.apache.org/jira/browse/XMLBEANS-111?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
EMAIL-6,Commons Email,Other,[email] Errors when sending MultiPartEmail with another email as an attachment,https://issues.apache.org/jira/browse/EMAIL-6?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Other
AXIS-1549,Axis,Other,Exception:: java.lang.Exception: FIXME,https://issues.apache.org/jira/browse/AXIS-1549?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
JS2-130,Jetspeed 2,Other,ServletContextProviderImpl.java:36: cannot resolve symbol,https://issues.apache.org/jira/browse/JS2-130?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
HTTPCLIENT-210,HttpComponents HttpClient,Other,Exception handling in HttpClient requires redesign,https://issues.apache.org/jira/browse/HTTPCLIENT-210?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
XALANC-19,XalanC,Other,Xalan C crashes with this style sheet,https://issues.apache.org/jira/browse/XALANC-19?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
1027,Fop - Now in Jira,Other,Bugs in TTFReader,https://bz.apache.org/bugzilla/show_bug.cgi?id=1027,APACHE ,Configuration Bug Report
42476,Fop - Now in Jira,Other,[PATCH] Bugfix for XMLReader: Support for other ImageReaders,https://bz.apache.org/bugzilla/show_bug.cgi?id=42476,APACHE ,Configuration Bug Report
12132,Apache httpd-2,Other,mod_rewrite Set-Cookie bug,https://bz.apache.org/bugzilla/show_bug.cgi?id=12132,APACHE ,Configuration Bug Report
XERCESC-4,Xerces-C++,Other,Unable to create document on repeating basis,https://issues.apache.org/jira/browse/XERCESC-4?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
FOP-42,FOP,Other,org.apache.fop.apps.CommandLineOptions#checkSettings() (0.18.1-DEV) throws NullPointerException,https://issues.apache.org/jira/browse/FOP-42?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
STR-109,Struts,Other,ImageTag bug in altKey attribute,https://issues.apache.org/jira/browse/STR-109?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
COCOON-41,Cocoon,Other,org.apache.cocoon.ProcessingException: Exception in Handler:java.util.NoSuchElementException when starting Cocoon,https://issues.apache.org/jira/browse/COCOON-41?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration Bug Report
